,dex_price,cex_price,unix_datetime,pool_asset,cex_asset,date,time,price_diff
23386,2.367280212,2.359,1675962774.0,SNX,SNX,2023-02-09,17:12:54,99.8248
23389,6999.75917511,6974.5,1675962792.0,YFI,YFI,2023-02-09,17:13:12,99.8192
23391,90.832615854,90.985,1675962795.0,LTC,LTC,2023-02-09,17:13:15,99.9162
23393,125.137638872,125.7,1675962807.0,BCH,BCH,2023-02-09,17:13:27,99.7758
23397,1.371583177,1.38015,1675962818.0,TWT,TWT,2023-02-09,17:13:38,99.6887
23398,21977.021307167,21845.41,1675962820.0,BTC,BTC,2023-02-09,17:13:40,99.6997
23399,0.081026335,0.081205,1675962821.0,DOGE,DOGE,2023-02-09,17:13:41,99.8899
23400,77.944742944,78.2,1675962823.0,AAVE,AAVE,2023-02-09,17:13:43,99.8365
23401,1549.377038787,1545.595,1675962832.0,ETH,ETH,2023-02-09,17:13:52,99.8778
23405,6996.935809232,6982.5,1675962859.0,YFI,YFI,2023-02-09,17:14:19,99.8967
23407,90.79597835,91.115,1675962862.0,LTC,LTC,2023-02-09,17:14:22,99.8246
23409,125.658787567,126.1,1675962873.0,BCH,BCH,2023-02-09,17:14:33,99.8247
23410,0.662650679,0.6605,1675962876.0,AVA,AVA,2023-02-09,17:14:36,99.8375
23413,1.379737677,1.38345,1675962885.0,TWT,TWT,2023-02-09,17:14:45,99.8657
23414,21993.459733729,21845.595,1675962887.0,BTC,BTC,2023-02-09,17:14:47,99.6627
23417,1551.222544198,1545.775,1675962898.0,ETH,ETH,2023-02-09,17:14:58,99.8241
23421,7008.636683289,6975.5,1675962925.0,YFI,YFI,2023-02-09,17:15:25,99.763
23424,17.931909305,17.875,1675962936.0,AVAX,AVAX,2023-02-09,17:15:36,99.8411
23426,0.663028598,0.6605,1675962942.0,AVA,AVA,2023-02-09,17:15:42,99.809
23427,305.942578238,305.15,1675962944.0,BNB,BNB,2023-02-09,17:15:44,99.8703
23430,21977.628340028,21837.89,1675962953.0,BTC,BTC,2023-02-09,17:15:53,99.6811
23433,1552.107229664,1544.095,1675962965.0,ETH,ETH,2023-02-09,17:16:05,99.7412
23434,2.371634345,2.367,1675962977.0,SNX,SNX,2023-02-09,17:16:17,99.9022
23437,7012.63381464,6969.5,1675962994.0,YFI,YFI,2023-02-09,17:16:34,99.6915
23440,17.912676001,17.875,1675963006.0,AVAX,AVAX,2023-02-09,17:16:46,99.8947
23442,0.662259421,0.6605,1675963012.0,AVA,AVA,2023-02-09,17:16:52,99.867
23443,305.773094781,305.15,1675963014.0,BNB,BNB,2023-02-09,17:16:54,99.898
23444,1546.509151168,1543.175,1675963019.0,ETH,ETH,2023-02-09,17:16:59,99.8921
23445,1.382609615,1.37875,1675963021.0,TWT,TWT,2023-02-09,17:17:01,99.8602
23446,21970.111357031,21822.73,1675963023.0,BTC,BTC,2023-02-09,17:17:03,99.6635
23447,0.081193775,0.081,1675963025.0,DOGE,DOGE,2023-02-09,17:17:05,99.8805
23448,78.105815148,77.85,1675963027.0,AAVE,AAVE,2023-02-09,17:17:07,99.836
23449,1550.459737764,1542.525,1675963035.0,ETH,ETH,2023-02-09,17:17:15,99.7435
23450,2.371215358,2.364,1675963044.0,SNX,SNX,2023-02-09,17:17:24,99.8476
23453,7011.39492249,6968.0,1675963062.0,YFI,YFI,2023-02-09,17:17:42,99.6896
23456,17.908488656,17.865,1675963074.0,AVAX,AVAX,2023-02-09,17:17:54,99.8784
23458,0.662104609,0.6605,1675963080.0,AVA,AVA,2023-02-09,17:18:00,99.8787
23462,21964.975527546,21832.73,1675963089.0,BTC,BTC,2023-02-09,17:18:09,99.6981
23464,78.08755679,77.9,1675963092.0,AAVE,AAVE,2023-02-09,17:18:12,99.8798
23465,1550.0313785,1544.515,1675963101.0,ETH,ETH,2023-02-09,17:18:21,99.8217
23466,2.370661053,2.3655,1675963110.0,SNX,SNX,2023-02-09,17:18:30,99.891
23469,7009.755908095,6972.5,1675963128.0,YFI,YFI,2023-02-09,17:18:48,99.7335
23471,90.962338804,91.155,1675963132.0,LTC,LTC,2023-02-09,17:18:52,99.8942
23474,0.661815078,0.6605,1675963146.0,AVA,AVA,2023-02-09,17:19:06,99.9005
23475,305.567933641,305.05,1675963147.0,BNB,BNB,2023-02-09,17:19:07,99.9152
23478,21955.370480428,21829.6,1675963155.0,BTC,BTC,2023-02-09,17:19:15,99.7128
23480,78.053409943,77.8,1675963158.0,AAVE,AAVE,2023-02-09,17:19:18,99.8374
23481,1549.563544762,1543.505,1675963167.0,ETH,ETH,2023-02-09,17:19:27,99.8041
23482,2.369624388,2.3605,1675963176.0,SNX,SNX,2023-02-09,17:19:36,99.8071
23485,7006.69061737,6973.5,1675963193.0,YFI,YFI,2023-02-09,17:19:53,99.7626
23487,90.922561953,91.235,1675963196.0,LTC,LTC,2023-02-09,17:19:56,99.8285
23489,125.83350644,126.05,1675963207.0,BCH,BCH,2023-02-09,17:20:07,99.9141
23490,0.661815078,0.6605,1675963210.0,AVA,AVA,2023-02-09,17:20:10,99.9005
23494,21955.576689668,21832.135,1675963219.0,BTC,BTC,2023-02-09,17:20:19,99.7181
23496,78.053409943,77.75,1675963223.0,AAVE,AAVE,2023-02-09,17:20:23,99.8053
23497,1550.08670323,1544.295,1675963232.0,ETH,ETH,2023-02-09,17:20:32,99.8128
23498,2.369624388,2.3605,1675963242.0,SNX,SNX,2023-02-09,17:20:42,99.8071
23501,7006.690617371,6975.0,1675963260.0,YFI,YFI,2023-02-09,17:21:00,99.7733
23503,90.922561953,91.23,1675963264.0,LTC,LTC,2023-02-09,17:21:04,99.8312
23505,125.83350644,126.15,1675963276.0,BCH,BCH,2023-02-09,17:21:16,99.8744
23506,0.661815078,0.6605,1675963279.0,AVA,AVA,2023-02-09,17:21:19,99.9005
23509,1.380560679,1.39145,1675963288.0,TWT,TWT,2023-02-09,17:21:28,99.6072
23510,21955.584584203,21843.275,1675963290.0,BTC,BTC,2023-02-09,17:21:30,99.7436
23511,0.081102453,0.081325,1675963292.0,DOGE,DOGE,2023-02-09,17:21:32,99.863
23512,78.053409943,77.85,1675963294.0,AAVE,AAVE,2023-02-09,17:21:34,99.8695
23513,1550.08670281,1545.595,1675963302.0,ETH,ETH,2023-02-09,17:21:42,99.8549
23517,7006.690617372,6992.0,1675963343.0,YFI,YFI,2023-02-09,17:22:23,99.8951
23518,13.529517192,13.559,1675963345.0,ATOM,ATOM,2023-02-09,17:22:25,99.8912
23519,90.922561953,91.405,1675963347.0,LTC,LTC,2023-02-09,17:22:27,99.7354
23521,125.955016669,126.25,1675963358.0,BCH,BCH,2023-02-09,17:22:38,99.883
23522,0.662186338,0.6605,1675963362.0,AVA,AVA,2023-02-09,17:22:42,99.8725
23526,21958.190381616,21848.79,1675963372.0,BTC,BTC,2023-02-09,17:22:52,99.7503
23527,0.081214264,0.08139,1675963373.0,DOGE,DOGE,2023-02-09,17:22:53,99.8919
23528,78.097195793,77.85,1675963374.0,AAVE,AAVE,2023-02-09,17:22:54,99.8415
23529,1550.4681022,1546.015,1675963383.0,ETH,ETH,2023-02-09,17:23:03,99.8562
23533,7010.621181111,6995.5,1675963411.0,YFI,YFI,2023-02-09,17:23:31,99.892
23534,13.537106885,13.5605,1675963413.0,ATOM,ATOM,2023-02-09,17:23:33,99.9137
23535,90.973567049,91.465,1675963415.0,LTC,LTC,2023-02-09,17:23:35,99.7306
23537,126.0052946,126.3,1675963426.0,BCH,BCH,2023-02-09,17:23:46,99.8832
23538,0.662450665,0.661,1675963429.0,AVA,AVA,2023-02-09,17:23:49,99.8904
23542,21963.356531596,21843.345,1675963441.0,BTC,BTC,2023-02-09,17:24:01,99.726
23544,78.12837014,77.8,1675963444.0,AAVE,AAVE,2023-02-09,17:24:04,99.7894
23545,1551.087007757,1546.035,1675963468.0,ETH,ETH,2023-02-09,17:24:28,99.8369
23546,2.371900106,2.367,1675963477.0,SNX,SNX,2023-02-09,17:24:37,99.8966
23549,7013.419636742,6990.5,1675963495.0,YFI,YFI,2023-02-09,17:24:55,99.8363
23551,91.009881305,91.495,1675963498.0,LTC,LTC,2023-02-09,17:24:58,99.7342
23554,0.662450665,0.661,1675963513.0,AVA,AVA,2023-02-09,17:25:13,99.8904
23558,21960.3410425,21845.395,1675963524.0,BTC,BTC,2023-02-09,17:25:24,99.7376
23560,78.12837014,77.85,1675963527.0,AAVE,AAVE,2023-02-09,17:25:27,99.8215
23561,1551.089052647,1546.355,1675963536.0,ETH,ETH,2023-02-09,17:25:36,99.8472
23562,2.371900106,2.3815,1675963577.0,SNX,SNX,2023-02-09,17:26:17,99.798
23566,13.542510542,13.5675,1675963597.0,ATOM,ATOM,2023-02-09,17:26:37,99.9078
23567,91.009881305,91.765,1675963599.0,LTC,LTC,2023-02-09,17:26:39,99.5869
23569,126.124559502,126.4,1675963611.0,BCH,BCH,2023-02-09,17:26:51,99.8909
23570,0.662552691,0.661,1675963613.0,AVA,AVA,2023-02-09,17:26:53,99.8827
23574,21959.74120301,21854.78,1675963624.0,BTC,BTC,2023-02-09,17:27:04,99.7604
23575,0.081350573,0.08154,1675963626.0,DOGE,DOGE,2023-02-09,17:27:06,99.8837
23577,1551.067285333,1547.005,1675963635.0,ETH,ETH,2023-02-09,17:27:15,99.8689
23578,2.372265408,2.3815,1675963645.0,SNX,SNX,2023-02-09,17:27:25,99.8057
23583,91.023897982,91.895,1675963666.0,LTC,LTC,2023-02-09,17:27:46,99.5238
23585,126.148339033,126.4,1675963678.0,BCH,BCH,2023-02-09,17:27:58,99.9004
23586,0.662677609,0.661,1675963681.0,AVA,AVA,2023-02-09,17:28:01,99.8733
23590,21962.399120364,21842.16,1675963691.0,BTC,BTC,2023-02-09,17:28:11,99.7255
23593,1551.539468351,1545.915,1675963702.0,ETH,ETH,2023-02-09,17:28:22,99.8184
23594,2.372712676,2.3785,1675963711.0,SNX,SNX,2023-02-09,17:28:31,99.8782
23598,13.547149959,13.58,1675963732.0,ATOM,ATOM,2023-02-09,17:28:52,99.8789
23599,91.213348363,92.055,1675963734.0,LTC,LTC,2023-02-09,17:28:54,99.5408
23601,126.148339033,126.4,1675963744.0,BCH,BCH,2023-02-09,17:29:04,99.9004
23602,0.662677609,0.661,1675963748.0,AVA,AVA,2023-02-09,17:29:08,99.8733
23606,21958.25270719,21853.18,1675963781.0,BTC,BTC,2023-02-09,17:29:41,99.7602
23607,0.081397928,0.081675,1675963783.0,DOGE,DOGE,2023-02-09,17:29:43,99.8301
23609,1551.541455625,1546.775,1675963793.0,ETH,ETH,2023-02-09,17:29:53,99.8462
23610,2.372712676,2.38,1675963802.0,SNX,SNX,2023-02-09,17:30:02,99.8467
23613,7015.822306542,6993.5,1675963819.0,YFI,YFI,2023-02-09,17:30:19,99.8407
23615,91.364255184,92.005,1675963821.0,LTC,LTC,2023-02-09,17:30:21,99.6506
23616,17.95001338,17.915,1675963829.0,AVAX,AVAX,2023-02-09,17:30:29,99.9024
23618,0.663170954,0.661,1675963835.0,AVA,AVA,2023-02-09,17:30:35,99.8361
23619,306.247305865,305.55,1675963837.0,BNB,BNB,2023-02-09,17:30:37,99.886
23620,1548.524945979,1545.765,1675963844.0,ETH,ETH,2023-02-09,17:30:44,99.9108
23621,1.391836216,1.3881,1675963845.0,TWT,TWT,2023-02-09,17:30:45,99.8656
23622,21974.600033285,21836.265,1675963847.0,BTC,BTC,2023-02-09,17:30:47,99.6842
23624,78.213319884,77.85,1675963850.0,AAVE,AAVE,2023-02-09,17:30:50,99.7672
23625,1552.696535914,1546.295,1675963860.0,ETH,ETH,2023-02-09,17:31:00,99.7934
23629,7021.045396768,6994.0,1675963887.0,YFI,YFI,2023-02-09,17:31:27,99.807
23630,13.560897825,13.537,1675963889.0,ATOM,ATOM,2023-02-09,17:31:29,99.9118
23631,91.432276256,92.095,1675963890.0,LTC,LTC,2023-02-09,17:31:30,99.6389
23634,0.662533467,0.661,1675963906.0,AVA,AVA,2023-02-09,17:31:46,99.8841
23637,1.390498282,1.38785,1675963915.0,TWT,TWT,2023-02-09,17:31:55,99.9047
23638,21952.730628372,21839.72,1675963916.0,BTC,BTC,2023-02-09,17:31:56,99.7419
23639,0.081449234,0.081595,1675963918.0,DOGE,DOGE,2023-02-09,17:31:58,99.9106
23640,78.138135588,77.9,1675963920.0,AAVE,AAVE,2023-02-09,17:32:00,99.8474
23641,1551.652625479,1546.525,1675963928.0,ETH,ETH,2023-02-09,17:32:08,99.8345
23647,91.344384943,92.12,1675963958.0,LTC,LTC,2023-02-09,17:32:38,99.5772
23650,0.662797273,0.661,1675963975.0,AVA,AVA,2023-02-09,17:32:55,99.8642
23651,306.074742628,305.35,1675963977.0,BNB,BNB,2023-02-09,17:32:57,99.8815
23653,1.390703444,1.38645,1675963984.0,TWT,TWT,2023-02-09,17:33:04,99.8468
23654,21961.217707336,21822.145,1675963985.0,BTC,BTC,2023-02-09,17:33:05,99.6824
23656,78.169248496,77.85,1675963988.0,AAVE,AAVE,2023-02-09,17:33:08,99.7954
23657,1553.43910928,1544.815,1675963996.0,ETH,ETH,2023-02-09,17:33:16,99.7216
23658,2.373141132,2.366,1675964006.0,SNX,SNX,2023-02-09,17:33:26,99.8493
23660,21859.703563764,21821.01,1675964018.0,WBTC,WBTC,2023-02-09,17:33:38,99.9114
23661,7017.089200908,6990.0,1675964023.0,YFI,YFI,2023-02-09,17:33:43,99.8066
23662,13.553256263,13.497,1675964024.0,ATOM,ATOM,2023-02-09,17:33:44,99.792
23663,91.531789516,92.095,1675964026.0,LTC,LTC,2023-02-09,17:33:46,99.6933
23664,17.94111277,17.875,1675964035.0,AVAX,AVAX,2023-02-09,17:33:55,99.8154
23666,0.662567475,0.661,1675964041.0,AVA,AVA,2023-02-09,17:34:01,99.8816
23667,305.95809352,305.05,1675964042.0,BNB,BNB,2023-02-09,17:34:02,99.8514
23670,21953.603559426,21820.23,1675964051.0,BTC,BTC,2023-02-09,17:34:11,99.6953
23672,78.142146528,77.75,1675964053.0,AAVE,AAVE,2023-02-09,17:34:13,99.7485
23673,1552.900518178,1546.495,1675964063.0,ETH,ETH,2023-02-09,17:34:23,99.7933
23677,7014.656314181,7001.5,1675964092.0,YFI,YFI,2023-02-09,17:34:52,99.9061
23678,13.54855723,13.513,1675964093.0,ATOM,ATOM,2023-02-09,17:34:53,99.8686
23679,91.500054637,92.15,1675964094.0,LTC,LTC,2023-02-09,17:34:54,99.6461
23682,0.662165913,0.661,1675964108.0,AVA,AVA,2023-02-09,17:35:08,99.9119
23685,1.38679141,1.38955,1675964117.0,TWT,TWT,2023-02-09,17:35:17,99.9006
23686,21943.899196053,21822.29,1675964118.0,BTC,BTC,2023-02-09,17:35:18,99.7221
23687,0.081404049,0.08156,1675964120.0,DOGE,DOGE,2023-02-09,17:35:20,99.9043
23688,78.094786914,77.75,1675964122.0,AAVE,AAVE,2023-02-09,17:35:22,99.7788
23689,1551.658118374,1546.035,1675964130.0,ETH,ETH,2023-02-09,17:35:30,99.8185
23695,91.595610583,92.175,1675964161.0,LTC,LTC,2023-02-09,17:36:01,99.6847
23696,17.941408861,17.865,1675964172.0,AVAX,AVAX,2023-02-09,17:36:12,99.7866
23698,0.663064854,0.661,1675964178.0,AVA,AVA,2023-02-09,17:36:18,99.8441
23699,306.254015246,305.55,1675964180.0,BNB,BNB,2023-02-09,17:36:20,99.8849
23700,1549.679239092,1546.065,1675964186.0,ETH,ETH,2023-02-09,17:36:26,99.8833
23701,1.390841155,1.38805,1675964188.0,TWT,TWT,2023-02-09,17:36:28,99.8996
23702,21987.470402318,21809.54,1675964189.0,BTC,BTC,2023-02-09,17:36:29,99.5937
23704,78.167145654,77.75,1675964192.0,AAVE,AAVE,2023-02-09,17:36:32,99.7325
23705,1554.62676648,1545.885,1675964201.0,ETH,ETH,2023-02-09,17:36:41,99.7181
23706,2.375416545,2.37,1675964210.0,SNX,SNX,2023-02-09,17:36:50,99.8859
23708,21869.633726706,21823.965,1675964223.0,WBTC,WBTC,2023-02-09,17:37:03,99.8955
23709,7023.817319466,7009.0,1675964228.0,YFI,YFI,2023-02-09,17:37:08,99.8944
23710,13.539239936,13.5005,1675964253.0,ATOM,ATOM,2023-02-09,17:37:33,99.8567
23711,91.770852241,92.19,1675964254.0,LTC,LTC,2023-02-09,17:37:34,99.7722
23712,17.898849945,17.865,1675964263.0,AVAX,AVAX,2023-02-09,17:37:43,99.9054
23718,21938.263492061,21801.485,1675964278.0,BTC,BTC,2023-02-09,17:37:58,99.6873
23720,78.015216388,77.8,1675964282.0,AAVE,AAVE,2023-02-09,17:38:02,99.8619
23721,1552.463553977,1545.605,1675964291.0,ETH,ETH,2023-02-09,17:38:11,99.7786
23724,21823.605484181,21891.08,1675964313.0,WBTC,WBTC,2023-02-09,17:38:33,99.8456
23727,91.851608982,92.225,1675964321.0,LTC,LTC,2023-02-09,17:38:41,99.7972
23729,126.046615754,126.45,1675964332.0,BCH,BCH,2023-02-09,17:38:52,99.8402
23733,1.388188784,1.3852,1675964347.0,TWT,TWT,2023-02-09,17:39:07,99.8922
23734,21938.974247779,21807.99,1675964348.0,BTC,BTC,2023-02-09,17:39:08,99.7006
23736,78.015216388,77.8,1675964351.0,AAVE,AAVE,2023-02-09,17:39:11,99.8619
23737,1552.524249056,1545.765,1675964360.0,ETH,ETH,2023-02-09,17:39:20,99.7818
23740,21833.182289886,21890.995,1675964391.0,WBTC,WBTC,2023-02-09,17:39:51,99.8678
23742,13.512924134,13.4795,1675964398.0,ATOM,ATOM,2023-02-09,17:39:58,99.8762
23743,91.851608982,92.12,1675964400.0,LTC,LTC,2023-02-09,17:40:00,99.8541
23744,17.909226091,17.845,1675964409.0,AVAX,AVAX,2023-02-09,17:40:09,99.8204
23746,0.662433099,0.661,1675964415.0,AVA,AVA,2023-02-09,17:40:15,99.8917
23747,306.21087465,305.45,1675964416.0,BNB,BNB,2023-02-09,17:40:16,99.8756
23748,1549.099387002,1545.885,1675964422.0,ETH,ETH,2023-02-09,17:40:22,99.8961
23749,1.38894523,1.38325,1675964424.0,TWT,TWT,2023-02-09,17:40:24,99.7946
23750,21962.986506556,21808.445,1675964425.0,BTC,BTC,2023-02-09,17:40:25,99.6469
23752,78.092669592,77.65,1675964428.0,AAVE,AAVE,2023-02-09,17:40:28,99.7158
23753,1553.638404146,1546.195,1675964436.0,ETH,ETH,2023-02-09,17:40:36,99.7599
23758,13.523537066,13.491,1675964466.0,ATOM,ATOM,2023-02-09,17:41:06,99.8796
23760,17.906551158,17.875,1675964476.0,AVAX,AVAX,2023-02-09,17:41:16,99.9118
23762,0.66233027,0.661,1675964481.0,AVA,AVA,2023-02-09,17:41:21,99.8995
23765,1.388729625,1.39225,1675964490.0,TWT,TWT,2023-02-09,17:41:30,99.8734
23766,21959.577205685,21830.405,1675964491.0,BTC,BTC,2023-02-09,17:41:31,99.705
23768,78.080547315,77.75,1675964494.0,AAVE,AAVE,2023-02-09,17:41:34,99.7879
23769,1553.397233813,1547.425,1675964503.0,ETH,ETH,2023-02-09,17:41:43,99.8074
23770,2.372784914,2.378,1675964513.0,SNX,SNX,2023-02-09,17:41:53,99.8902
23772,21847.993734707,21891.08,1675964525.0,WBTC,WBTC,2023-02-09,17:42:05,99.9015
23773,7016.035905558,7030.0,1675964529.0,YFI,YFI,2023-02-09,17:42:09,99.9006
23774,13.518882142,13.5495,1675964531.0,ATOM,ATOM,2023-02-09,17:42:11,99.8869
23775,91.928526679,92.275,1675964532.0,LTC,LTC,2023-02-09,17:42:12,99.8119
23777,126.349468517,126.7,1675964543.0,BCH,BCH,2023-02-09,17:42:23,99.8615
23778,0.662520755,0.661,1675964546.0,AVA,AVA,2023-02-09,17:42:26,99.8851
23782,21962.356024287,21852.41,1675964557.0,BTC,BTC,2023-02-09,17:42:37,99.7491
23783,0.081493186,0.081695,1675964558.0,DOGE,DOGE,2023-02-09,17:42:38,99.8763
23785,1553.969001032,1549.485,1675964568.0,ETH,ETH,2023-02-09,17:42:48,99.8555
23786,2.373467323,2.3805,1675964578.0,SNX,SNX,2023-02-09,17:42:58,99.8521
23788,21854.277184169,21891.05,1675964591.0,WBTC,WBTC,2023-02-09,17:43:11,99.9159
23789,7018.053706715,7035.0,1675964597.0,YFI,YFI,2023-02-09,17:43:17,99.8794
23791,91.954965182,92.24,1675964600.0,LTC,LTC,2023-02-09,17:43:20,99.8453
23793,126.349468517,126.7,1675964611.0,BCH,BCH,2023-02-09,17:43:31,99.8615
23795,306.420059208,305.85,1675964615.0,BNB,BNB,2023-02-09,17:43:35,99.9069
23797,1.393414429,1.38945,1675964624.0,TWT,TWT,2023-02-09,17:43:44,99.8575
23798,21962.356024287,21825.12,1675964625.0,BTC,BTC,2023-02-09,17:43:45,99.6866
23800,78.103003161,77.8,1675964628.0,AAVE,AAVE,2023-02-09,17:43:48,99.8056
23801,1554.382151349,1546.845,1675964636.0,ETH,ETH,2023-02-09,17:43:56,99.757
23804,21854.277184169,21899.105,1675964657.0,WBTC,WBTC,2023-02-09,17:44:17,99.8975
23806,13.522770152,13.493,1675964663.0,ATOM,ATOM,2023-02-09,17:44:23,99.8898
23808,17.938478988,17.885,1675964673.0,AVAX,AVAX,2023-02-09,17:44:33,99.8507
23810,0.662669617,0.6615,1675964678.0,AVA,AVA,2023-02-09,17:44:38,99.9117
23812,1549.652483192,1546.905,1675964686.0,ETH,ETH,2023-02-09,17:44:46,99.9113
23813,1.393103468,1.3898,1675964688.0,TWT,TWT,2023-02-09,17:44:48,99.8813
23814,21967.290735954,21822.045,1675964689.0,BTC,BTC,2023-02-09,17:44:49,99.6683
23816,78.120552088,77.7,1675964692.0,AAVE,AAVE,2023-02-09,17:44:52,99.7301
23817,1554.280371436,1547.035,1675964701.0,ETH,ETH,2023-02-09,17:45:01,99.7664
23820,21855.676544101,21892.77,1675964722.0,WBTC,WBTC,2023-02-09,17:45:22,99.9152
23821,7019.630589971,6999.0,1675964727.0,YFI,YFI,2023-02-09,17:45:27,99.8528
23822,13.530952441,13.4725,1675964729.0,ATOM,ATOM,2023-02-09,17:45:29,99.7835
23824,17.910228083,17.825,1675964739.0,AVAX,AVAX,2023-02-09,17:45:39,99.7615
23828,1549.053662225,1543.835,1675964751.0,ETH,ETH,2023-02-09,17:45:51,99.8313
23829,1.392591268,1.3871,1675964753.0,TWT,TWT,2023-02-09,17:45:53,99.8025
23830,21954.46576889,21801.36,1675964754.0,BTC,BTC,2023-02-09,17:45:54,99.6501
23832,78.09036453,77.65,1675964757.0,AAVE,AAVE,2023-02-09,17:45:57,99.7172
23833,1553.686769267,1545.495,1675964765.0,ETH,ETH,2023-02-09,17:46:05,99.7357
23836,21847.231013571,21889.49,1675964789.0,WBTC,WBTC,2023-02-09,17:46:29,99.9034
23837,7016.918045046,7003.5,1675964794.0,YFI,YFI,2023-02-09,17:46:34,99.9043
23844,1547.957871849,1545.275,1675964818.0,ETH,ETH,2023-02-09,17:46:58,99.9133
23846,21944.085657408,21816.74,1675964822.0,BTC,BTC,2023-02-09,17:47:02,99.709
23848,78.053443263,77.75,1675964825.0,AAVE,AAVE,2023-02-09,17:47:05,99.8052
23849,1552.417715538,1545.995,1675964834.0,ETH,ETH,2023-02-09,17:47:14,99.7927
23850,2.37196125,2.3795,1675964843.0,SNX,SNX,2023-02-09,17:47:23,99.8413
23855,91.896615587,92.095,1675964864.0,LTC,LTC,2023-02-09,17:47:44,99.8922
23860,1547.846215869,1544.505,1675964885.0,ETH,ETH,2023-02-09,17:48:05,99.892
23861,1.391309812,1.3865,1675964886.0,TWT,TWT,2023-02-09,17:48:06,99.8268
23862,21940.559931444,21805.56,1675964888.0,BTC,BTC,2023-02-09,17:48:08,99.6914
23864,78.053443263,77.65,1675964891.0,AAVE,AAVE,2023-02-09,17:48:11,99.7409
23865,1552.417715119,1544.305,1675964900.0,ETH,ETH,2023-02-09,17:48:20,99.738
23869,7013.600433386,7001.0,1675964929.0,YFI,YFI,2023-02-09,17:48:49,99.9101
23871,91.896615587,92.145,1675964934.0,LTC,LTC,2023-02-09,17:48:54,99.865
23878,21940.559931444,21836.645,1675964961.0,BTC,BTC,2023-02-09,17:49:21,99.7626
23879,0.081457716,0.081625,1675964963.0,DOGE,DOGE,2023-02-09,17:49:23,99.8974
23880,78.053443263,77.85,1675964964.0,AAVE,AAVE,2023-02-09,17:49:24,99.8695
23881,1552.214237567,1547.025,1675964973.0,ETH,ETH,2023-02-09,17:49:33,99.8326
23882,2.37196125,2.378,1675964982.0,SNX,SNX,2023-02-09,17:49:42,99.8729
23887,91.896615587,92.175,1675965004.0,LTC,LTC,2023-02-09,17:50:04,99.8488
23889,126.318817413,126.6,1675965015.0,BCH,BCH,2023-02-09,17:50:15,99.8888
23894,21936.603286862,21833.16,1675965028.0,BTC,BTC,2023-02-09,17:50:28,99.7637
23895,0.081473236,0.08161,1675965030.0,DOGE,DOGE,2023-02-09,17:50:30,99.9161
23896,77.922665943,77.75,1675965032.0,AAVE,AAVE,2023-02-09,17:50:32,99.8891
23897,1552.398314767,1547.095,1675965040.0,ETH,ETH,2023-02-09,17:50:40,99.8289
23901,7013.369854782,6994.5,1675965068.0,YFI,YFI,2023-02-09,17:51:08,99.8653
23904,17.894855081,17.845,1675965079.0,AVAX,AVAX,2023-02-09,17:51:19,99.8605
23907,306.271788942,305.65,1675965088.0,BNB,BNB,2023-02-09,17:51:28,99.8984
23908,1547.795328992,1544.505,1675965093.0,ETH,ETH,2023-02-09,17:51:33,99.8936
23909,1.391566162,1.3874,1675965095.0,TWT,TWT,2023-02-09,17:51:35,99.8501
23910,21938.362166467,21805.06,1675965096.0,BTC,BTC,2023-02-09,17:51:36,99.6953
23912,77.922665943,77.65,1675965099.0,AAVE,AAVE,2023-02-09,17:51:39,99.8247
23913,1552.466659588,1545.405,1675965135.0,ETH,ETH,2023-02-09,17:52:15,99.772
23916,21836.183694529,21791.515,1675965157.0,WBTC,WBTC,2023-02-09,17:52:37,99.8976
23917,7013.369854783,6999.5,1675965161.0,YFI,YFI,2023-02-09,17:52:41,99.901
23920,17.894855081,17.845,1675965173.0,AVAX,AVAX,2023-02-09,17:52:53,99.8605
23923,306.271788942,305.65,1675965180.0,BNB,BNB,2023-02-09,17:53:00,99.8984
23925,1.392074591,1.38865,1675965188.0,TWT,TWT,2023-02-09,17:53:08,99.8768
23926,21937.327262434,21804.19,1675965189.0,BTC,BTC,2023-02-09,17:53:09,99.6956
23928,77.922665943,77.65,1675965193.0,AAVE,AAVE,2023-02-09,17:53:13,99.8247
23929,1552.382429137,1545.625,1675965216.0,ETH,ETH,2023-02-09,17:53:36,99.7819
23932,21836.183694529,21788.92,1675965239.0,WBTC,WBTC,2023-02-09,17:53:59,99.8917
23933,7013.369854783,7001.0,1675965244.0,YFI,YFI,2023-02-09,17:54:04,99.9117
23936,17.89101513,17.855,1675965255.0,AVAX,AVAX,2023-02-09,17:54:15,99.8992
23939,306.206074123,305.65,1675965262.0,BNB,BNB,2023-02-09,17:54:22,99.9091
23941,1.391775874,1.3868,1675965270.0,TWT,TWT,2023-02-09,17:54:30,99.8209
23942,21932.619860641,21791.41,1675965271.0,BTC,BTC,2023-02-09,17:54:31,99.677
23944,77.905944978,77.65,1675965275.0,AAVE,AAVE,2023-02-09,17:54:35,99.8355
23945,1552.112715661,1544.615,1675965284.0,ETH,ETH,2023-02-09,17:54:44,99.7579
23946,2.371374301,2.367,1675965293.0,SNX,SNX,2023-02-09,17:54:53,99.9077
23948,21831.497996538,21775.93,1675965305.0,WBTC,WBTC,2023-02-09,17:55:05,99.8726
23949,7011.864897071,6990.5,1675965312.0,YFI,YFI,2023-02-09,17:55:12,99.8474
23952,17.89101513,17.835,1675965323.0,AVAX,AVAX,2023-02-09,17:55:23,99.8432
